0.2,71.1196804261,65.8138963893,61.4167475728,71.866752082,71.866752082,63.5841133858,68.6258882611,59.6730678018,60.1693748094,69.353816047
0.2,80.5150471533,85.4331646498,81.6271418182,80.1058201415,83.2258003503,82.0461063218,90.5073664122,81.5811205074,80.3353533889,88.009580705
0.2,106.725956558,99.7948428174,95.4448057098,105.547803906,106.427111867,109.395046257,108.269798826,96.152550702,103.27009361,96.6855048733
0.2,122.457752809,133.691936759,111.784859974,116.754954212,122.664807512,116.295459318,129.529401374,134.215229084,127.915590778,110.442493595
0.2,44.5653029491,42.7510196187,43.0852567976,45.8270788678,48.0561689535,44.776644223,44.2774249391,44.1801586433,44.7335043197,44.3336744186
0.2,148.777336957,147.193149351,161.304229226,157.778785471,154.850751121,156.670923603,154.390545657,153.028311547,154.278283828,143.69037467
0.2,157.412187322,173.718876543,175.744284814,176.47415601,174.162512626,167.030840336,159.538471986,174.761350844,169.753914096,162.926164706
0.2,195.307262647,170.090689862,176.861971831,191.535801325,184.029255875,183.554120668,185.963512974,168.737900485,182.202886598,170.344824561
0.2,182.219933906,196.804407252,191.929807956,197.775172414,199.12658856,201.773763139,177.170972222,177.339371795,189.370421405,184.714169987
0.2,142.447914046,129.742465753,138.296581454,125.382221181,119.293112222,139.672292832,145.462888087,152.894489682,125.625748219,147.777209057
0.2,196.947493075,202.579832402,195.506795048,204.30953271,195.882666667,201.691311355,197.203918252,200.685038814,210.117652238,213.353423423
0.2,217.358604294,213.94811747,207.495523466,218.7138165,210.939401198,212.106159582,216.572745247,219.129783951,205.783036649,207.331089552
0.2,225.540707965,220.510235027,218.367074102,207.354662841,223.470223938,220.617859375,213.896946565,226.823161994,210.818738078,226.911227799
0.2,226.234106583,211.57248503,217.259561271,225.044282316,224.577549407,228.192497992,232.307095736,232.891749599,221.661504702,224.149032258
0.2,179.159784537,203.234137931,203.175820029,199.153286418,194.397015961,210.627697947,190.769260274,196.456606398,194.345933014,196.622288756
0.2,237.351482702,248.36612069,230.985526742,232.342686567,230.98162206,231.158839869,228.797185771,243.316433447,230.879836066,221.097213622
0.2,237.465837479,248.055903414,232.010808581,234.060280297,238.400752508,237.224632953,244.383767635,237.066301824,227.727173739,244.493360996
0.2,246.537209302,244.268283003,242.454381833,254.52460877,248.271324278,233.066786297,244.77951599,235.23130719,258.98029035,240.600237288
0.2,238.617720892,253.946906598,238.884745763,245.644453998,252.468936535,246.222685571,241.853551161,250.726364429,250.337878529,257.434892086
0.2,233.933848606,231.296111567,226.89330721,240.175041459,229.152022562,224.144393816,223.376216216,223.742625954,246.009611249,218.19978691
0.2,260.556363636,263.679874888,257.053652482,255.415557522,250.388390501,260.87181338,257.131132743,255.742101449,253.79034662,258.638464318
0.2,261.929808219,265.825675676,251.592384279,268.533719008,251.342024433,257.218696035,258.615846295,266.676939891,262.572067039,274.763308688
0.2,265.287795059,269.966493506,272.505968489,264.470818767,257.561404741,279.020647619,268.597539315,261.312365591,267.723300091,253.100891266
