0.2,43.636985173,46.2280673181,44.0014171049,43.8754883972,44.0821169916,43.1802990861,39.5409150327,42.3605464176,46.2823185206,44.0665125136
0.2,50.0801231458,51.1712559708,50.1812423055,46.7446834734,52.4394933859,47.1816923508,50.0318785152,47.9163721701,47.6589875566,50.923920135
0.2,50.1755415473,52.0601498559,50.3550473458,54.3001896263,50.1981902017,52.0206415865,56.2021835075,54.2623191801,52.0660742019,51.8061825488
0.2,53.2782129388,56.0601328712,55.828167108,55.404749709,60.9031480943,60.2785239635,54.3613519002,54.6436773634,54.2569611511,55.6544261347
0.2,39.4758738938,38.532840382,35.3075632563,38.0746962552,38.5882712986,40.8385928854,35.4896139206,42.0479558011,39.5689642285,38.7634206219
0.2,61.7356395864,62.6064411853,60.061010101,66.0052817545,66.1003101247,64.8926130501,62.7751204819,66.1819265503,62.9183338364,61.6271543265
0.2,65.7888875155,64.677852187,66.4977508336,64.1244790047,65.8709008738,67.0708571429,65.3166533374,65.7670454545,62.9446225536,64.3973164098
0.2,74.2438916256,74.8906039415,70.5303906742,75.6416214511,72.886621838,66.6775602127,73.9037507711,71.0067332474,63.6979567901,71.9266157761
0.2,67.1186367939,76.226636627,69.7616408669,74.5171329114,75.4266004486,73.3635601764,73.240083709,73.0757278481,73.9048304543,73.7080372033
0.2,55.6090460624,59.2765251196,57.7098669033,59.9338836105,56.7062912956,61.9466024676,59.0311480273,62.4783494559,58.8548902077,60.0544747774
0.2,77.9392595041,76.2513223408,82.5792080493,80.0391580311,75.4627504912,80.7446250829,84.7454569624,78.0675131579,90.9386340469,75.6749251789
0.2,86.8784886479,84.4886738111,84.8224411567,76.8370333664,85.724314122,76.1614313984,84.3413832275,76.2532197838,84.8386625725,82.9512753913
0.2,84.4643230563,80.21855963,87.4017320704,95.8219076714,81.0774761905,85.5307614213,82.727901151,78.6857880795,86.4714099485,84.9866310874
0.2,87.4812563667,89.6788869921,86.904154161,89.7478104462,78.9365521841,91.3239139344,87.7924041812,98.1546675853,92.346871547,94.1208952117
0.2,72.8027266797,78.3982050442,81.5382603051,75.7566423358,79.417604712,77.4504209845,74.4054123711,78.6844807692,74.2960218509,77.384727747
0.2,96.8817090395,95.9449722222,89.1171900246,93.5176823735,92.7058758621,89.8446256123,93.5754895105,93.9378928946,88.4736433566,93.0322996878
0.2,95.0877077364,98.6920409605,97.1745340751,90.3106116643,95.897791754,86.6627662517,104.049449153,99.4397487437,98.0018181818,94.7769795038
0.2,101.859862069,100.849806542,101.583595829,110.671389091,106.033975645,101.996545455,95.7425583039,99.9040173098,89.2208037316,100.736829268
0.2,96.6039283102,103.089419544,99.5232345591,100.42966108,100.049311741,101.551294203,106.67613788,105.957075472,105.331504803,101.289325598
0.2,82.9435893903,94.6592688928,90.1013950276,97.5369917012,87.720384481,101.951770797,94.9486626031,100.306647828,93.7329701596,93.0631956299
0.2,101.53191349,104.757629358,105.049634328,101.237772021,110.271528895,112.471291178,100.824728739,113.558138007,102.569062266,114.089496669
0.2,108.322130354,104.054690067,107.635217553,114.764100075,116.542092935,113.406005261,116.415831796,103.392104283,107.538217375,110.225988785
0.2,108.75118312,111.871150307,108.617834205,106.874648204,115.083017306,119.551210967,111.244699162,105.547824773,114.655268494,109.659826742
0.2,120.799507503,115.303860182,109.224557439,118.847993827,122.447341965,108.60618922,113.627113441,111.12673954,112.625283593,111.309217791
0.2,101.923148148,104.603573034,108.698174367,96.8567940631,104.462267964,103.504688645,97.7218241758,108.454761905,100.890635796,113.03043055
0.2,124.398082515,113.986586965,114.061478328,125.798939873,114.854038088,114.099563012,117.139922118,121.886679567,122.531471845,110.003338521
0.2,119.186322021,116.097482408,118.161486698,125.998829537,117.799326283,124.707595135,116.852670856,121.650639305,114.400417652,116.148746626
0.2,120.001757126,115.330693227,122.658374558,122.095489194,124.246270185,115.682724434,121.067131115,126.979123569,117.20384434,119.675050427
0.2,124.93901953,125.054793522,120.052315747,124.964228935,122.905188976,127.754124606,129.046611635,123.331677215,124.970821864,120.031390099
0.2,120.839084562,119.582778638,113.128423851,115.419067437,112.639255278,112.717701934,106.523448009,114.255212476,112.092790787,110.209099343
0.2,128.631142741,123.951449275,123.725262732,119.791734735,124.983612903,129.809131675,127.759074819,125.522207845,120.25859481,126.000048154
0.2,122.782861749,124.881953188,135.933702811,126.485168631,131.545604839,135.518154472,124.992681725,132.012560976,125.092309543,115.452187755
0.2,132.094879346,131.259423868,131.537545156,128.83802459,130.539585366,119.271267375,122.824212232,131.819909836,123.230619183,127.457952498
0.2,127.415707196,124.739081674,130.630401989,131.320434604,126.540804598,133.749273328,130.509155844,135.366713001,131.872572374,133.971219713
0.2,132.760892642,130.830192462,124.788405329,121.898181818,121.439640431,119.358067397,120.262145717,117.265313243,129.931397415,119.548447797
0.2,134.66985173,134.501809803,135.809752205,135.371773522,136.20384073,138.946465662,126.337682724,137.24931164,133.362698875,134.157108333
0.2,132.775214466,137.482512521,128.438019802,134.848583403,131.731928064,131.022191552,131.257342304,133.675848739,129.876536688,136.440426065
0.2,137.993235786,136.977052456,136.89516548,131.584216716,138.709485571,131.860618906,137.465074875,137.967014419,131.378349393,140.970541789
0.2,138.306284987,135.114216057,135.912944631,133.364904406,133.035741056,138.550211149,140.526324211,139.508840152,134.467957356,132.475247357
0.2,132.50475916,130.648062526,131.600115798,136.177741273,129.035701935,131.17086758,130.837513424,136.032164948,129.932334582,132.962704918
0.2,135.978267516,139.44640785,135.112762878,146.961810418,141.207679034,142.846580311,144.788351178,138.503084833,141.127993226,146.954918873
0.2,135.864498061,146.007266466,141.493379074,145.55374677,138.46244863,138.596141397,142.841059829,139.799699183,142.711118731,136.398964041
0.2,137.439027539,143.983834423,137.037026793,134.309969841,139.47439485,143.526121027,143.737909287,137.5553388,130.74578272,144.279757681
0.2,146.347663793,141.269292494,147.68945796,138.00783023,141.178830156,145.219389978,146.506181662,138.511373746,138.999310047,144.395711821
0.2,132.24755612,137.201485909,134.096438819,141.457550321,135.868947593,139.557,131.321652614,136.580698066,138.909854949,138.942096293
0.2,149.913396963,147.650021959,147.792963287,144.527811683,137.904448336,148.064899211,138.743134328,139.466502852,139.852302977,139.176834281
0.2,148.87022007,150.691515687,142.916366002,141.631499337,142.020297073,140.574151026,141.777573368,150.109330416,149.08477533,151.131386095
0.2,149.727725473,145.314907326,145.085725629,141.977144124,143.560070299,140.556143734,149.679004405,147.862835689,144.968867428,145.701779548
0.2,141.331671111,146.78887218,149.122505514,147.614857398,148.304477876,147.023173759,139.500344828,143.878394678,150.049361322,150.332813891
0.2,143.041555264,146.452093831,143.482627417,144.227274313,140.873996479,138.426458874,145.82726878,144.071891419,144.214627775,140.98308026
0.2,145.49332146,152.13324756,147.519061947,143.693150199,140.486396075,150.958296728,154.056992883,146.744710526,148.352513369,142.684416629
